numeric_claim_id,section,line_or_table,exact_text,numeric_tokens,claim_class,frozen_authority,authority_key_or_row,display_transform,verification_status,notes
"QNUM0452","#### 4.1.2 协作特征与 comment reference density","line 452","| 新增议评率 | 294 | 2.08 | 1.72 | 1.66 | 0.00 | 15.95 | 5.36 | 36.59 | 1.39 | 2.16 |","294;2.08;1.72;1.66;0.00;15.95;5.36;36.59;1.39;2.16","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq1_descriptive_statistics.csv","metric;mean;median;std;q25;q75;max","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0454","#### 4.1.2 协作特征与 comment reference density","line 454","**表 4.5 新增评引率分布统计**","4.5","NON_SCIENTIFIC_FORMATTING","N/A","N/A","INTEGER_FORMAT","NOT_APPLICABLE","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0456","#### 4.1.2 协作特征与 comment reference density","line 456","| 统计量 | n | 均值 | 中位数 | 标准差 | 最小值 | 最大值 | 偏度 | 峰度 | 25%分位数 | 75%分位数 |","25%;75%","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq1_descriptive_statistics.csv","metric;mean;median;std;q25;q75;max","PERCENT_X100_ROUND_2","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0458","#### 4.1.2 协作特征与 comment reference density","line 458","| 新增评引率 | 294 | 2.70 | 1.70 | 3.58 | 0.00 | 34.62 | 5.44 | 37.11 | 1.40 | 2.49 |","294;2.70;1.70;3.58;0.00;34.62;5.44;37.11;1.40;2.49","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq1_descriptive_statistics.csv","metric;mean;median;std;q25;q75;max","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0460","#### 4.1.2 协作特征与 comment reference density","line 460","活跃议题数的均值为 739.92、中位数为 85.50、最大值为 22,349.00，偏度为 6.25、峰度为 51.99，呈现明显右偏。新增议评率的均值为 2.08、中位数为 1.72；新增评引率的均值为 2.70、中位数为 1.70。AlaSQL 的 comment reference density 为 34.6239，pubkey/rxdb 为 30.9038；这些是当前 project profile 的高值案例，不表示讨论质量或因果机制。","739.92;85.50;22,349.00;6.25;51.99;2.08;1.72;2.70;1.70;34.6239;30.9038","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq1_descriptive_statistics.csv","metric;mean;median;std;q25;q75;max","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0462","#### 4.1.2 协作特征与 comment reference density","line 462","综合表 4.3、表 4.4 和表 4.5，项目协作同时呈现规模、讨论强度和评论 Reference density 的项目间异质性。三项指标共同描述可观测协作上下文，不建立因果链，也不命名“协作核心”或“边缘”。","4.3;4.4;4.5","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq1_descriptive_statistics.csv","metric;mean;median;std;q25;q75;max","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0465","#### 4.1.3 Reference behavior 与项目年龄的横截面关联","line 465","#### 4.1.3 Reference behavior 与项目年龄的横截面关联","4.1;3","NON_SCIENTIFIC_FORMATTING","N/A","N/A","INTEGER_FORMAT","NOT_APPLICABLE","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0466","#### 4.1.3 Reference behavior 与项目年龄的横截面关联","line 466","本小节分析项目年龄与 self-reference ratio、external-reference share、non-project reference share 和 comment reference density 之间的横截面关联。数据来自 2023 年单一观测窗口，项目年龄是同一窗口中的项目属性，因此本文只报告 Spearman association，不将其解释为同一项目的纵向变化或 longitudinal effect。","2023","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq1_project_age_cross_sectional_association.csv","metric;spearman_rho;p_value;design","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0468","#### 4.1.3 Reference behavior 与项目年龄的横截面关联","line 468","当前分析中，291 个具有有效项目年龄的种子项目构成相关分析样本。结果见表 4.6a。四项相关系数与 p 值直接取自冻结文件；它们只支持项目间横截面差异的描述性观察。","291;4.6","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq1_project_age_cross_sectional_association.csv","metric;spearman_rho;p_value;design","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0470","#### 4.1.3 Reference behavior 与项目年龄的横截面关联","line 470","**表 4.6a 项目年龄与 Reference 指标的横截面关联**","4.6","NON_SCIENTIFIC_FORMATTING","N/A","N/A","INTEGER_FORMAT","NOT_APPLICABLE","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0474","#### 4.1.3 Reference behavior 与项目年龄的横截面关联","line 474","| self_reference_ratio | 291 | -0.1182 | 0.0440 | cross_sectional_2023 |","291;-0.1182;0.0440;2023","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq1_project_age_cross_sectional_association.csv","metric;spearman_rho;p_value;design","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0475","#### 4.1.3 Reference behavior 与项目年龄的横截面关联","line 475","| external_reference_share | 291 | 0.1182 | 0.0440 | cross_sectional_2023 |","291;0.1182;0.0440;2023","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq1_project_age_cross_sectional_association.csv","metric;spearman_rho;p_value;design","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0476","#### 4.1.3 Reference behavior 与项目年龄的横截面关联","line 476","| non_project_reference_share | 291 | 0.1574 | 0.0072 | cross_sectional_2023 |","291;0.1574;0.0072;2023","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq1_project_age_cross_sectional_association.csv","metric;spearman_rho;p_value;design","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0477","#### 4.1.3 Reference behavior 与项目年龄的横截面关联","line 477","| comment_reference_density | 291 | 0.1417 | 0.0155 | cross_sectional_2023 |","291;0.1417;0.0155;2023","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq1_project_age_cross_sectional_association.csv","metric;spearman_rho;p_value;design","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0479","#### 4.1.3 Reference behavior 与项目年龄的横截面关联","line 479","self-reference ratio 与 external-reference share 的相关系数绝对值相同、符号相反，来自二者在当前定义下的互补关系。non-project reference share 与 comment reference density 的相关强度较弱，即使 p 值低于 0.05，也不构成时间效应、阶段模型或因果机制证据。若要讨论真实变化过程，需要补充跨年份重复观测和 longitudinal design。","0.05","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq1_project_age_cross_sectional_association.csv","metric;spearman_rho;p_value;design","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0482","### 4.2 RQ2a/RQ2b/RQ2c：Project-level RefQN 的角色化结构视图","line 482","### 4.2 RQ2a/RQ2b/RQ2c：Project-level RefQN 的角色化结构视图","4.2","NON_SCIENTIFIC_FORMATTING","N/A","N/A","INTEGER_FORMAT","NOT_APPLICABLE","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0484","### 4.2 RQ2a/RQ2b/RQ2c：Project-level RefQN 的角色化结构视图","line 484","本节使用定义好的分析输出分离三种不可混用的分析角色：RQ2a 只解释 294 个 analysis seed projects 的 source behavior；RQ2b 解释被至少一个 seed project 指向的 observable targets；RQ2c 解释由跨项目 RefQ edges 派生的无向结构视图。expanded targets 的 source rows 并未被对称观测，因此其低 out-degree 不能解释为项目行为特征。","294","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq2a_source_role_metrics.csv","project_id;repo_name;out_degree;out_strength;seed_to_seed_weight;seed_to_expanded_weight","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0486","#### 4.2.0 Project-level RefQN scale 与视图边界","line 486","#### 4.2.0 Project-level RefQN scale 与视图边界","4.2;0","NON_SCIENTIFIC_FORMATTING","N/A","N/A","INTEGER_FORMAT","NOT_APPLICABLE","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0487","#### 4.2.0 Project-level RefQN scale 与视图边界","line 487","Project-level RefQN 的完整节点域为 6,506，其中 6,505 个节点有边观测，另有 1 个 zero-edge node。完整有向表包含 9,884 条边和总权重 1,586,047，其中 289 条为 self-loops；排除自环后得到 9,595 条 directed cross-project RefQ edges，总权重为 138,974。将跨项目边忽略方向并合并互反关系后，\(U(G_{\mathrm{RefQ}})\) 包含 9,547 条无向边。","6,506;6,505;1;9,884;1,586,047;289;9,595;138,974;9,547","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq2a_source_role_metrics.csv","project_id;repo_name;out_degree;out_strength;seed_to_seed_weight;seed_to_expanded_weight","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0489","#### 4.2.0 Project-level RefQN scale 与视图边界","line 489","**表 4.6b Project-level RefQN scale**","4.6","NON_SCIENTIFIC_FORMATTING","N/A","N/A","INTEGER_FORMAT","NOT_APPLICABLE","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0493","#### 4.2.0 Project-level RefQN scale 与视图边界","line 493","| 完整 directed RefQN（含自环） | 6,506 node domain；6,505 edge-observed | 9,884 | total weight=1,586,047；self-loops=289 |","6,506;6,505;9,884;1,586,047;289","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq2a_source_role_metrics.csv","project_id;repo_name;out_degree;out_strength;seed_to_seed_weight;seed_to_expanded_weight","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0494","#### 4.2.0 Project-level RefQN scale 与视图边界","line 494","| Directed cross-project RefQ | 6,506 | 9,595 | total weight=138,974 |","6,506;9,595;138,974","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq2a_source_role_metrics.csv","project_id;repo_name;out_degree;out_strength;seed_to_seed_weight;seed_to_expanded_weight","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0495","#### 4.2.0 Project-level RefQN scale 与视图边界","line 495","| \(U(G_{\mathrm{RefQ}})\) | 6,506 | 9,547 | 6,476 edge-observed；30 isolates；55 components |","6,506;9,547;6,476;30;55","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq2a_source_role_metrics.csv","project_id;repo_name;out_degree;out_strength;seed_to_seed_weight;seed_to_expanded_weight","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0496","#### 4.2.0 Project-level RefQN scale 与视图边界","line 496","| \(U(G_{\mathrm{RefQ}})\) LCC | 6,367 | 9,462 | node coverage=0.978635；directed sensitivity edges=9,510 |","6,367;9,462;0.978635;9,510","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq2a_source_role_metrics.csv","project_id;repo_name;out_degree;out_strength;seed_to_seed_weight;seed_to_expanded_weight","EXACT;ROUND_16","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0498","#### 4.2a RQ2a：征引侧主动引用范围与强度","line 498","#### 4.2a RQ2a：征引侧主动引用范围与强度","4.2","NON_SCIENTIFIC_FORMATTING","N/A","N/A","INTEGER_FORMAT","NOT_APPLICABLE","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0499","#### 4.2a RQ2a：征引侧主动引用范围与强度","line 499","294 个 seed projects 中，262 个具有至少一条 cross-project out-edge，32 个在当前 project-mappable cross-project view 中 out-degree 为 0。冻结 quantile authority 给出 out-degree 的 Q1/median/Q3/max 为 3.0/11.0/39.0/352.0，out-strength 的 Q1/median/Q3/max 为 5.0/26.5/192.75/43574.0. 跨项目 relation 中，418 条为 seed-to-seed、权重合计 7,630；9,177 条为 seed-to-expanded、权重合计 131,344。这些 expanded targets 只表示非 seed target membership，不表示 source behavior 已完整观测。","294;262;32;0;3.0;11.0;39.0;352.0;5.0;26.5;192.75;43574.0;418;7,630;9,177;131,344","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq2a_source_role_metrics.csv","project_id;repo_name;out_degree;out_strength;seed_to_seed_weight;seed_to_expanded_weight","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0501","#### 4.2a RQ2a：征引侧主动引用范围与强度","line 501","**表 4.6c RQ2a source-role quantile authority**","4.6","NON_SCIENTIFIC_FORMATTING","N/A","N/A","INTEGER_FORMAT","NOT_APPLICABLE","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0505","#### 4.2a RQ2a：征引侧主动引用范围与强度","line 505","| Out-degree | 3 | 11 | 39 | 352 |","3;11;39;352","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq2a_source_role_metrics.csv","project_id;repo_name;out_degree;out_strength;seed_to_seed_weight;seed_to_expanded_weight","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0506","#### 4.2a RQ2a：征引侧主动引用范围与强度","line 506","| Out-strength | 5 | 26.50 | 192.75 | 43,574 |","5;26.50;192.75;43,574","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq2a_source_role_metrics.csv","project_id;repo_name;out_degree;out_strength;seed_to_seed_weight;seed_to_expanded_weight","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0507","#### 4.2a RQ2a：征引侧主动引用范围与强度","line 507","| Seed-to-seed weight | 0 | 0 | 5 | 1,835 |","0;5;1,835","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq2a_source_role_metrics.csv","project_id;repo_name;out_degree;out_strength;seed_to_seed_weight;seed_to_expanded_weight","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0508","#### 4.2a RQ2a：征引侧主动引用范围与强度","line 508","| Seed-to-expanded weight | 4.25 | 24 | 183.75 | 43,321 |","4.25;24;183.75;43,321","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq2a_source_role_metrics.csv","project_id;repo_name;out_degree;out_strength;seed_to_seed_weight;seed_to_expanded_weight","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0509","#### 4.2a RQ2a：征引侧主动引用范围与强度","line 509","| Source concentration HHI | 0.0563 | 0.1589 | 0.3585 | 1.0000 |","0.0563;0.1589;0.3585;1.0000","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq2a_source_role_metrics.csv","project_id;repo_name;out_degree;out_strength;seed_to_seed_weight;seed_to_expanded_weight","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0511","#### 4.2a RQ2a：征引侧主动引用范围与强度","line 511","按 out-strength 排序的前五个项目为：opensearch-project/OpenSearch（out-strength=43,574）; qdrant/qdrant（out-strength=5,013）; hazelcast/hazelcast（out-strength=5,000）; facebookincubator/velox（out-strength=4,445）; cockroachdb/cockroach（out-strength=4,236）。该排序表示当前观测范围内的聚合外出 Reference weight，不表示项目质量、影响力或知识输出能力。","43,574;5,013;5,000;4,445;4,236","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq2a_source_role_metrics.csv","project_id;repo_name;out_degree;out_strength;seed_to_seed_weight;seed_to_expanded_weight","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0513","#### 4.2b RQ2b：被引侧覆盖与集中结构","line 513","#### 4.2b RQ2b：被引侧覆盖与集中结构","4.2","NON_SCIENTIFIC_FORMATTING","N/A","N/A","INTEGER_FORMAT","NOT_APPLICABLE","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0514","#### 4.2b RQ2b：被引侧覆盖与集中结构","line 514","跨项目 edge table 中共有 6,322 个 observable targets，其中 110 个是 analysis seed projects，6,212 个是 expanded target projects。target-side in-degree 的中位数为 1、最大值为 42；in-strength 的中位数为 2、最大值为 3,430。target weight 的 top-1、top-10 和 top-50 share 分别为 2.47%、16.00% 和 48.99%。expanded target 中有 6,191 个未出现在当前 DBMS metadata 中；metadata unavailable 不表示 domain absence。","6,322;110;6,212;1;42;2;3,430;10;50;2.47%;16.00%;48.99%;6,191","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq2a_source_role_metrics.csv","project_id;repo_name;out_degree;out_strength;seed_to_seed_weight;seed_to_expanded_weight","PERCENT_X100_ROUND_2","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0516","#### 4.2b RQ2b：被引侧覆盖与集中结构","line 516","**表 4.6d RQ2b target-role 与集中度**","4.6","NON_SCIENTIFIC_FORMATTING","N/A","N/A","INTEGER_FORMAT","NOT_APPLICABLE","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0520","#### 4.2b RQ2b：被引侧覆盖与集中结构","line 520","| Observable targets | 6,322 |","6,322","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq2b_target_role_metrics.csv;outputs/reference_quotient_p0_corrected_v3/rq2b_target_concentration.json","target_project_id;in_degree;in_strength;target_coverage;top_1;top_10;top_50","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0521","#### 4.2b RQ2b：被引侧覆盖与集中结构","line 521","| Seed-project targets | 110 |","110","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq2b_target_role_metrics.csv;outputs/reference_quotient_p0_corrected_v3/rq2b_target_concentration.json","target_project_id;in_degree;in_strength;target_coverage;top_1;top_10;top_50","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0522","#### 4.2b RQ2b：被引侧覆盖与集中结构","line 522","| Expanded-project targets | 6,212 |","6,212","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq2b_target_role_metrics.csv;outputs/reference_quotient_p0_corrected_v3/rq2b_target_concentration.json","target_project_id;in_degree;in_strength;target_coverage;top_1;top_10;top_50","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0523","#### 4.2b RQ2b：被引侧覆盖与集中结构","line 523","| In-degree median / max | 1 / 42 |","1;42","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq2b_target_role_metrics.csv;outputs/reference_quotient_p0_corrected_v3/rq2b_target_concentration.json","target_project_id;in_degree;in_strength;target_coverage;top_1;top_10;top_50","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0524","#### 4.2b RQ2b：被引侧覆盖与集中结构","line 524","| In-strength median / max | 2 / 3,430 |","2;3,430","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq2b_target_role_metrics.csv;outputs/reference_quotient_p0_corrected_v3/rq2b_target_concentration.json","target_project_id;in_degree;in_strength;target_coverage;top_1;top_10;top_50","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0525","#### 4.2b RQ2b：被引侧覆盖与集中结构","line 525","| Top-1 weight share | 2.47% |","1;2.47%","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq2b_target_role_metrics.csv;outputs/reference_quotient_p0_corrected_v3/rq2b_target_concentration.json","target_project_id;in_degree;in_strength;target_coverage;top_1;top_10;top_50","PERCENT_X100_ROUND_2","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0526","#### 4.2b RQ2b：被引侧覆盖与集中结构","line 526","| Top-10 weight share | 16.00% |","10;16.00%","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq2b_target_role_metrics.csv;outputs/reference_quotient_p0_corrected_v3/rq2b_target_concentration.json","target_project_id;in_degree;in_strength;target_coverage;top_1;top_10;top_50","PERCENT_X100_ROUND_2","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0527","#### 4.2b RQ2b：被引侧覆盖与集中结构","line 527","| Top-50 weight share | 48.99% |","50;48.99%","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq2b_target_role_metrics.csv;outputs/reference_quotient_p0_corrected_v3/rq2b_target_concentration.json","target_project_id;in_degree;in_strength;target_coverage;top_1;top_10;top_50","PERCENT_X100_ROUND_2","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0529","#### 4.2b RQ2b：被引侧覆盖与集中结构","line 529","target coverage 的分母始终为 294 个 analysis seed sources；最大 in-degree 42 对应 14.29% 的 seed coverage。该指标只表示有多少 seed projects 指向某 target，不表示被引项目在完整 GitHub 生态中的总体重要性。","294;42;14.29%","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq2b_target_role_metrics.csv;outputs/reference_quotient_p0_corrected_v3/rq2b_target_concentration.json","target_project_id;in_degree;in_strength;target_coverage;top_1;top_10;top_50","PERCENT_X100_ROUND_2","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0531","#### 4.2c RQ2c：无向派生结构视图","line 531","#### 4.2c RQ2c：无向派生结构视图","4.2","NON_SCIENTIFIC_FORMATTING","N/A","N/A","INTEGER_FORMAT","NOT_APPLICABLE","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0532","#### 4.2c RQ2c：无向派生结构视图","line 532","\(U(G_{\mathrm{RefQ}})\) 由 9,595 条 directed cross-project edges 忽略方向并合并互反关系得到，仍是一阶 RefQ 的结构视图，不是 \(QQ^\top\)、\(Q^\top Q\)、shared-reference 或 shared-neighbor projection。完整无向视图包含 6,506 个节点、9,547 条边、55 个 connected components 和 30 个 isolates；最大连通子图包含 6,367 个节点和 9,462 条边，覆盖完整节点域的 0.9786351060559484。LCC 的 average clustering 为 0.04225758251235413，transitivity 为 0.008047960961122938。","9,595;6,506;9,547;55;30;6,367;9,462;0.9786351060559484;0.04225758251235413;0.008047960961122938","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq2c_undirected_view_summary.json;supplemental/reference_quotient_v2/outputs_p0v3/S4_community_stability/louvain_stability_summary.json","nodes;undirected_edges;components;isolates;lcc_nodes;lcc_edges;lcc_coverage;average_clustering_lcc;transitivity_lcc;algorithmic_communities;modularity;random_seed","EXACT;ROUND_16","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0534","#### 4.2c RQ2c：无向派生结构视图","line 534","在 random seed=20260731 的 NetworkX Louvain 实现下，LCC 被划分为 35 个 algorithmic communities，modularity 为 0.7969220043681785。这只是一个确定性 canonical seed 的 reference realization；50-seed sensitivity 显示 community count range 为 32--37，ARI-to-canonical 低于 0.9 的运行有 42/50，minimum ARI 为 0.6823671359861659，minimum pairwise ARI 为 0.6092441840471735。因此，Louvain 算法社区成员关系只能解释为当前无向视图和 modularity objective 下的 algorithmic modular neighborhood view，而不是唯一、稳定或语义化的 DBMS 社区结构。","20260731;35;0.7969220043681785;50;32;-37;0.9;42;0.6823671359861659;0.6092441840471735","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq2c_undirected_view_summary.json;supplemental/reference_quotient_v2/outputs_p0v3/S4_community_stability/louvain_stability_summary.json","nodes;undirected_edges;components;isolates;lcc_nodes;lcc_edges;lcc_coverage;average_clustering_lcc;transitivity_lcc;algorithmic_communities;modularity;random_seed","EXACT;ROUND_16","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0536","#### 4.2c RQ2c：无向派生结构视图","line 536","**表 4.6e RQ2c undirected-view summary**","4.6","NON_SCIENTIFIC_FORMATTING","N/A","N/A","INTEGER_FORMAT","NOT_APPLICABLE","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0540","#### 4.2c RQ2c：无向派生结构视图","line 540","| Undirected nodes / edges | 6,506 / 9,547 |","6,506;9,547","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq2c_undirected_view_summary.json;supplemental/reference_quotient_v2/outputs_p0v3/S4_community_stability/louvain_stability_summary.json","nodes;undirected_edges;components;isolates;lcc_nodes;lcc_edges;lcc_coverage;average_clustering_lcc;transitivity_lcc;algorithmic_communities;modularity;random_seed","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0541","#### 4.2c RQ2c：无向派生结构视图","line 541","| Components / isolates | 55 / 30 |","55;30","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq2c_undirected_view_summary.json;supplemental/reference_quotient_v2/outputs_p0v3/S4_community_stability/louvain_stability_summary.json","nodes;undirected_edges;components;isolates;lcc_nodes;lcc_edges;lcc_coverage;average_clustering_lcc;transitivity_lcc;algorithmic_communities;modularity;random_seed","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0542","#### 4.2c RQ2c：无向派生结构视图","line 542","| LCC nodes / edges | 6,367 / 9,462 |","6,367;9,462","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq2c_undirected_view_summary.json;supplemental/reference_quotient_v2/outputs_p0v3/S4_community_stability/louvain_stability_summary.json","nodes;undirected_edges;components;isolates;lcc_nodes;lcc_edges;lcc_coverage;average_clustering_lcc;transitivity_lcc;algorithmic_communities;modularity;random_seed","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0543","#### 4.2c RQ2c：无向派生结构视图","line 543","| LCC directed sensitivity edges | 9,510 |","9,510","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq2c_undirected_view_summary.json;supplemental/reference_quotient_v2/outputs_p0v3/S4_community_stability/louvain_stability_summary.json","nodes;undirected_edges;components;isolates;lcc_nodes;lcc_edges;lcc_coverage;average_clustering_lcc;transitivity_lcc;algorithmic_communities;modularity;random_seed","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0544","#### 4.2c RQ2c：无向派生结构视图","line 544","| Average clustering (LCC) | 0.04225758251235413 |","0.04225758251235413","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq2c_undirected_view_summary.json;supplemental/reference_quotient_v2/outputs_p0v3/S4_community_stability/louvain_stability_summary.json","nodes;undirected_edges;components;isolates;lcc_nodes;lcc_edges;lcc_coverage;average_clustering_lcc;transitivity_lcc;algorithmic_communities;modularity;random_seed","EXACT;ROUND_16","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0545","#### 4.2c RQ2c：无向派生结构视图","line 545","| Transitivity (LCC) | 0.008047960961122938 |","0.008047960961122938","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq2c_undirected_view_summary.json;supplemental/reference_quotient_v2/outputs_p0v3/S4_community_stability/louvain_stability_summary.json","nodes;undirected_edges;components;isolates;lcc_nodes;lcc_edges;lcc_coverage;average_clustering_lcc;transitivity_lcc;algorithmic_communities;modularity;random_seed","EXACT;ROUND_16","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0546","#### 4.2c RQ2c：无向派生结构视图","line 546","| Louvain algorithmic communities | 35 |","35","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq2c_undirected_view_summary.json;supplemental/reference_quotient_v2/outputs_p0v3/S4_community_stability/louvain_stability_summary.json","nodes;undirected_edges;components;isolates;lcc_nodes;lcc_edges;lcc_coverage;average_clustering_lcc;transitivity_lcc;algorithmic_communities;modularity;random_seed","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
